text,label
ok bye night so jawo subah jana hoga kam pe tumhe karne radhe movie me tum bhi kam kar rahe ho n 😂 ye meri to h fir shaadi na ho jaye 4 5 bachcho baap ban jaye salman khan 😂 😂 🙉 😂 😂 😂,1
sharam tum ko magar nahi aate kyo nahi ye aurat march to hai he ap logo ka geo walo ka kyo k israil se jo paise milte hai agar ap k baite ya wife nahi jai ge to ap to apne aaqao k samne sharminda hoge aur apne baite ko ye poster zaroor daina mere jism mere marzi hamid mir sahab,0
"hath dhou raha tha, sink se cockroach bahir aya tou maine pani daal k wapis gira diya.  cockroach: bharwe poore 5 ghante lagey they oper charhne mei.",0
 yh jugat tu nhi thi 😒,1
oh mene bas hate this guy meri hi baat ho 😂,1
chutiyaaa phalasfiii apny rakho. .. .. ja bolo zra yahodio k mulk me yahodi mazhab k khalaf. .. .. gaand me dal k lgayen. k name pa itni jangain muslimano na nah jitnii tmary yahodi aur christ,0
masjid nhi tm mullo ka kabr khodunga wha madarchod halale ki paidaish ...10 baap ki aulaad .. pakistani kutte saale .. hindustan m rhte ho hm hindu log tmhare maa bhen chod denge bhen chod agr hmari dimag ki hti to,0
jese bharwe ki itni bat ki bhi auqat agr ns ko kch b hota he to zahir he ilzam hkomat py lagy ga qk un logon ko moqa chahiye hkomat py bat dalne ka so wo aisa kuch krne ka kbhi sochen gy bhi. han un apne bndy zror aisa k hkomat ko bdnam skty hn,0
"jaisay jaisay mukhalif deen ka card istamal kr k   ko badnaam krny ki koshish krty rahain ge, logo zehno se yahoodi agent wali conspiracy khatam hoti jaye gi",1
you know nothing about community except what you have been fed. hating another human being is worst of according islamic teachings. have do research.,1
yeh munawwar rana ka nahi hai hai,1
insan itna bhi ugly nahi hota jitna video cal pe lagta hy,1
or mard k aurat ko k dekhay,1
sir jo ho gya railway say in tu jo in ka haq hai wo dy do 4 5 mah gya hai 1 rs b kisi ko nhi or kch ko 8 mah say kch nhi mila khty hai railway wly k rail k nhi hai,1
randi hi to h,0
"bro is 136cr jo bol rha isme, unemployed log kite h, bache kite h...aur kitno ki salary 5lakh se kam h...mention those things also na..",1
 😐😐😐main muktan ka hun to meharbani aus ka support ni karna aapny😑😑😑,1
correct your mosque. 300 se toh hamre yaha hi hai. ...,1
kis? ? ki? ? # auratazadimarch,1
"mai koi bahut bda nhi hua hu, avi chhota hi hu..",1
"achy log bhi, aur waqat tha bass ta k achy liye tum hojaao",1
raheem shah ka sall .qandeel baloch.wala na ho g .st molvi hai.,1
 ye rhetorical kya hota hai . mujhay to itna b nai pata . haeyyyyyyyy life wasted.,1
to ap dikha dain main daikh k wapis kr doon ga😂😂😂,1
phr kyun teri yaadon ny mujhy rula diya 🖤,1
o randi oska name watch list min tha na k ecl min jb k tary yar nwaz chor ka name ecl min ha,0
kay baat ha mine sub ke,1
madam khud ki knowledge durust kro. kitne link mene tumko diye h halala case ke jisme aurat pregnant ho gayi h.,1
 to in mein se konsa kam aurat ne kiya h??,1
ap munafiq insan ho ...rana sb kahi na gya pak mein h,0
ab khel jammay ga is the best one. full stop.,1
 bas yh dialogue hi hit hoga baaqi kiya tha is me? 😂,1
plz sir hamy in say koi khtra nahi hamy is imran khan yahodi our kadiyanion say bachny pay gor karen pak army tayri azmat ko salam,0
naya a joke purana hou hai akhrott..,0
 allah ka sukar hy na abhi tak aisa hoa na hoga. jb app kisi ko behad payar do aur specially respect do tu app hamesha achy lafzon main yaad raho gy,1
yeh sab harami register nashi hein.,0
rt : dushman b ankh uthane se darta tha  aur wo saali meray dil se khel gayi,0
chop randi ke nassal,0
"sagar media inc delhi is affected with dangerous level of air pollution.  please take vitamin -c omega fatty acids.   tulsi..ginger, lemon magnesium rich diet like cashews, for omega 3take akhrot, gur (jaggery)   the foods  help you to reduce the effect of air pollution.",1
pti dharna se kuch time qabal rahim yar khan mai he oil tanker mai aag lagne ka waqia how tha jismai 125+ log apni jan se hath dho bethe the yad aya pppp k for mai baldia factory mai zia dor mai ojhri camp ka waqia kya aap in sab ko ahmaq kehna pasand karen ge. plz reply,1
 uber book krwai thi.  driver ny ride b nai li. or cancel b ni karta tha. 😡😡😡,1
so dad went to meet his friend in germany & the friend has lots of walnut trees in his garden. naturally he gave dad about 4 kg of it! 😆  i've just made 'akhrot ka halwa' with it. 'absolutely delicious' was the verdict. 🤓 next week will be walnut cake. 🙌🏻,1
bhosdk bharwe saaly. . tum 2no ka baap hai. . # india ka baap # israel aur # israel ka baap # hi tum dono k liye kaafi hai par # imrankhanpti india k shareef logo ko jeena chahte unka kheyal kar han sudhar jao muslims krne se.,0
 yr wo tu general bat ki thi hoor keh dainy sy koi oski izat thori km ho gai wo tu aur barh gai he,1
bsdk o ma lula india walu ki man ki chut ma l mara ma chutar dala ka bacha,0
tu ek novel bhi,1
sale randi k beej gufa ki auald madharchod tumlogo ne desh ko barbad karke rakha hai aur madharchod bhadwe sale teri maa ko chod k tera bhai paida kar dunga atankwadi ki auald sale gufa ki paidaish,0
iske paas koi izzat kaha hai ye randi se bhi gayi gujari hai,0
hmare sticker bnane tasali baksh kia jta h 😂 bnwane ly aj..,1
ya din b ana tha🙄🙄,1
oye shirin kaise o g aap?,1
lagty tmhary.,0
  yes its a good bcoz votes divide ho kar opposite team ko ja rahay thay. #dostokadostsid,1
jahan mein ayi deewali badhy charaagh jaly🔥 hamary dil mein mgr tery gham ki aag jaly🔥 ,1
pr achaa nhi lg rha hsy shyad wo ap ka friend ha es liye.. or mujy bhi.  😔,1
randi kothe par hi jayegi or kaha,0
"fasla is se ap jaan ke kahen ' ' you deserve. """,1
is kutya ki li lo.,0
girls keep calling me nice?? and sweet??? toh date kar na,1
rt : paras sala nalla gutttrr kuty ka pila gandi nasal ka admi.hy sala kutta kamina bc mc #fightbacksana,0
yeh buzdil beghairat hein peshab pesnay walon ka peshab nikal jayega jab 1 on 1 fight hogi tou,0
 teri  ty honi ni 😁 😋 awein kush hota reh,1
pasand ki shai krne pe mujhe zinda darghoz kr diya us waqt mera jism aur trei marzi thi~aimma,1
tum hamesha chuttiya hi rahigay. lanati insan,0
dekha hua ha hr rooz dehkte hn,1
a tod do 🤭 🤭 🤭,0
"dear islam, please not label sunni, shia, ,, ..",1
rt : ae gandu bharwe madrchod randi khus marani ke jldi nas kaat,0
your tweet shows that qadianis are really kaafir,1
rt : yar i'm trying to get over it at least thoda randi rona touh krney dou😤😩,1
babur ki najayaz aulade hai ye sab.  jinke khadan wale dar kr sanatan chhor diye aur islamist ban gye. ab ye log hi bhaunk rhe hai.,0
 god khan sab,1
or phir agr dusry kmry may huwy mard to dania ki khushi dekhny kay qabil hoti aysy,1
 q bai dil wahn rhna ka kiraya deti thi ap...,1
 ni mujy specially allah ki trf se blessing hy 😅,1
 matlab k unfollow kar dayna. 😂,1
tbhi to tere jaisa harami abhi tk bhaunk rha hai... jhopdikk 🖕🖕🖕,0
soja bhenchod kl roliyo,0
ab kisi k sath ziada paangy nhi leiny.,1
inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,0
"teri, who talking, , peace, makkar, , ka sardar",0
bhosari ke tere paas paisa hai toh tu bhi kar,0
chal na randi !  isko phansi hoi thi !,0
syani kb ho gai tum 😂 😂,1
jb ap ne haq ka sath hi nahi dena to phir ap ke sath yahoodi govt theek hikr rahi hai,0
es bhen ka kam ko satisfaction dyna nd dream,0
ap batmizi na kren kuty ko bura lgy ga wo king he is waqt or uski najaiz olaad ap pe bonkti rahy gi wo khanzeer hen dono hrami,0
  kis k jahaz pe gai sawal ye hai😜😜😜😜😜,1
 vese phatti ho ya na phatii ho malum nahi par aapki dp dekhkar zaroor phatt gayi hogi🤣,0
itni hemat ha ok abi tang kia or jawab dya ha b asy muh toru gi 😏 😏,0
tum e bs 🙄,0
es axha waqt aa ho ga 😂,1
!! !! a crowd. .. .. . i am impressed. .. . really! !! !. . chutiay endian media nay tum sb logo ko dikha ko bna dia hay.,0
mzakh tha waisy bh   tum gold leaf si lrki .  mai berso ka charsi .😂,1
 itni syani kb sy ho gai tum😂😂,1
bahoot ho beghairt,0
"riyasate madina took many years to construct.jews,infidels,muslims all woven into one.ik facing full time assault by ppl calling him yahoodi agent,qadiyani,blasphamer and these guys taunting him for being ineffective never call out his opponents for hypocrisy",1
kabhi ishq kiyaa ha?  👀🌚🌚,1
      tum tumor ho..😒,0
voh friend hai merese baat kr khusre aur hun confusion hai vc aa dungi bharwe,0
rt: dushman tha aur wo saali meray se khel gayi,0
aby apni achi dost hy anhi man jy gi ek doo sorry py 😜,1
rt: patwari bakwas kertay thay hain imran izat di 3 dafa allah kay ghar kay aya.,0
followers dekho,0
likes k leay kuch krain,1
bharat mata ki chut. .modi ki maa mein kutton ka lund..teri maa behn randi,0
"aisa thappad marungi tere munh pe bakwas ki toh kutte tum logo ki aukat humari nazar mein kisi awara kutte se jyada nhi hai toh suwar bhaunkte reh,tujhko attention nhi milne wali 😂😂🤣🤣 chal bhaunk shooooo😂😂😂",0
ye sab boot k,1
check karo tou 20 rupay metre ka kapra hoga kyunkay kehnay walay aur gawahi denay walay nasli jhootay beghairat,0
"chutiye ye hunduism ni he islam he , isme koi kisi muslim ko ni maarta gashti ke bache",0
ye kya chutiyaap dekh liya meine subah subah??? haraamkhoron ki bateesiyaan nahin band ho rahi. lanati kuttay saaley.,0
diesl menga fazul,0
achha. .. apko gaand lena pasand?,0
k uni mr hai isse keh chawle marna bnd kr bhenchod,0
: dekh sab ko ke ab tu yaad krti,1
baat ye hai ki dimag ko 100 rs to wo 1000 + bana hai. .! !! gawar ko 1000 + rs uska nai bacha sakega. ..,1
yr ye har ka yehi q tou tm logun k gir rhy hoty 🙄,1
jo jo bhosdiwale biased host bol rahe he na agar unko host karne boldoge na toh bhenchod gaand fatke haath me aajayegi. isliye jo 10 saal se kar raha he usko karne do apne soch aur apne hisaab se. apni awaaz ke aukaat me rehke bhoka karo... madarchodo,0
    ye kisi ke talent ki iajjat nahi karte kabhi. isiliye aap kisi aur field me lag jao.,1
rt : humara wala 4 digits mein mahiny mein 2 din hi rehta hai.,1
ab 50 followers b any chaiye,1
lo yahan bhi shuru ho gyi 😂😂😂,1
ye wo lady's he jinhe halala or roj naye naye mardo ka shok he,0
guys keep supporting our queen she doesn't know k hum uss se kya expect kar rahe h  chahe wo sid k sath h ya nhi just keep supporting n  keep voting when she'll come outside shell understand things better nd will take good decision about her relationship soooo  #shehnaazgill,1
bharwe tu sirf khwaab dekhta rahe,0
mjh dukh hi rah hy pti ko support ulata chahye tha,0
oh i thought mere pas tum ho wala danish he #askdanish,1
un chlay bilkul thk ho jay,1
"calling "" beghairt "" "" pait phar "" "" trolley "" "" agent "" "" ka yar "" etc etc very full n respect earning language n. a. ???",1
taree maa ke phodi gashti ky bachy,0
*mom dad arguing* me - kya hua papa kyaa baat ho gyii  dad - kuch ni yrr ye pagal h kuch bhi bolegi .. me - mummy kya huaa mummy - unhi se puch pagalo vaali baat krte rahenge. me (angry) - bhenchod koi to bta do . . *dono ne gussa utara h🤕*,0
ho ab zidiii. ...,1
for all those dumbass people hating on # aukaat paise nhi jaate aukaat hai aapki soch se aap kaise bolte doosron ke bare mein is hot headed but knows wat is uss chutiye () ne kaha tha ma baap ne kuch sikhaya nhi hai aaj nazar aya,0
 hahaha bas kro yar ab tm b😭🥺🥺🥺beaker anthem tha kabara kar dia in budhoo ne 😭😭😭,0
apni bhen ko security de rha hy k kahein bhaga k na ly jaun 😂😂😎,0
"daro us din se jab mardo ne apny haqooq k lye awaz utha li..  bachpan se le kr ab tak hamesha as a girl honor mila ha. galti chahye larki ki ho, dant phr b larky parti ha, pakistan me aurat ko bht izzat mili ha siwaye kuch sick mind logo k..  #stopauratbarbadimarch",1
akhrot,1
bhutto jo army k aya uski nawasa. ik ko bol selected ha e madarchod,0
me aurat ka lihaz krta or apki har chup ker kr tha lkn apke moun bhi moun k se chapair maro ga apki har tweet pr,0
lanti yahoodi khan or yahodiye like youthiye lakh di lanat in ki shaklon pr,0
"or islam nabi pak p.b.u.h ma deen ha or islam ma muslim wohi ha wo hazoor ko akhri nabi manta ha.pak banana ma kisi qadeani ka koi lana dana nahi.ya bongian jhoot tum logon ki brainwashing ka lya acha hota hon ga,baki islamic dunya ma kisi ahmedi ki koi pahchan or oqat nahi,lahore",1
london ke rundi,0
  tu cycle pe ja...whi teri aukat hai🤣🤣,0
bharwe😂😂😂,0
 kabhi bff nai aap ko constant 2 hafty miss kraya hai? that shit hurts man,1
"afghans ko hi train kia tha ya jo kuch hmdard thy afghans k pakistan mai uko ko. bt ab pakistanis ko b aql a gae hai k afghans kisi k sgy nae, in k sath achai kro to ye phr b dhoka hi dty hn. jo nataij aye wo kisi ko nae pta tha k aesy ho ga. ghaib ka ilm srf allah pak ko hota ha",1
  waah... phir to lazmi kisi hoor sy chakar chl rha hoga😜koi tips ee bta do😕,1
wha bhai bhot khub ye shero shayri chod k kam dhanda kro ap pr bi pesa mrega 😃,1
g bhai tcs krwa do ga apko 😍😊,1
 umar fukriyan word punjabi people use karte hai .kabhi kabhi muze lagta hai tum dono brothers punjab se  hi ho.,1
app gashti aa,0
 oo bhosdike   galat afwahe mat faila mujhe pata hai tu it cell se hai,0
ary koi hamin bhe muuh dhoo kr muh laga lo🙄 ;-; hr jaga larkiyon ki tweets pr zalzaly aye hoy hm larky kdr jain marjain hm? 🙄,1
     khel to pehly bhi nhi tha? 🤔,1
 370 pe kashmir main puri army utar di or shagun baag main ek police b action nahi le sakti... waah kya diplomacy hai ya politics hai...,1
bhn chod kha to tum rahy ho mulk ko greeb mr jaye tumhaain kiya,0
bhai just 5 ki hi thi parchi. . wo khatam kr,1
sala kanjar..,0
16.7k followers ho chuke hyn apke filhal usi se guzara kren mera chota acount hy isko promote kr dyn allah apko uska ajr e azeem dyn gy😀😂😃,1
 lagta hai kisi state mien election anay wala hai,1
   u haven't control on ur hand what r u texting mujhe toh aappe taras aa rha hai seriously so much hate for shehnaaz u have i want to tell u one thing  jinke name prr aap ne apni id bnayi hai atleast unke bare mein soch k tweet krte they respect the girls nd u disgusting tweet😠😠,1
shona baby ga so 🤣,1
"yeah ,, idc bc clearly she doesn’t care even after we had proof of dolli saying those things 😭 u mad weird white boy",1
abay saalay tujhe block 🤮,0
"randi k h tera, mjhy hai arha usay mehmaan aarhy. ...",0
"lo "" or yahodi "" ne aik dafa phir marli or muslman apni krte gey.",0
  bhai wohi to bol raha hai.. bete humein sirf aam khane se matlab hai har kaam me ungalwaji humein thodi pasand hai.. isliye to har kisika alag alag role hai :d tu kaise samjhega bhikari ;),1
"abhi subah doodh lene gaya toh 2 uncle thank u bol rahe. but the main concern is has it become this easy? to just molest a girl, bas bhenchod ghumte ghumte aaye aur touch kar ke chale gaye? i can still hear that little girl shouting when this happened. she was so frightened.",0
  sahi. me ne kisi k tweet ko rt kia tha...,1
ap acha kam kr ho mashaallah koshish karain social media pe kuch den jb tk ap umra pe,1
aisi aurat na ghar main izat hoti he na bahir yeh aurat zaleel hony k lye pida hoi he,0
 dm main demo send krta hoon😂😂🤣 drr na jana bss🤣😂🤣😂,1
khoti k bachay cheemay bhenchod border pe kidher 50 lakh ka acre hai?  jhoot bol bol k tera mu puthay tavay jesa ho gya per ghairat naam ki tere andar koi cheez he nai hai.,0
"chootia sala ka bcha, , k bhaashin rha ha kutta",0
kese tujhe tu khyalon sath hai 🔥,1
ban u nd leftist rande nd randi,0
teri maa ki gaand mai lohe rod sale gashti maa ke bachche,0
lant tery tay nal tery kashmir frosh lanti sazishi bayghart kanjar imran yahodi tay,0
 kal baat karu? aaj toda nind aarahi hai. 😢,1
  sona o insan hi nahi ha jo apko pasand na karta ho,1
"modi , shah . patel , sarey harami bhenchod",0
this hijra bilawal is the scum of pakistan,0
ab kuch zada hi horha ha  la dobi gi ya.,1
gaan se todne task diya. he it.,1
"bhai me ye e likhny, jvb sun khushi hui",1
: fuddu log,0
 band karo ye madrasa aur bachon ko unke maan baap ke pas wapis bhaijo.,1
teri maa ka btaya gshti,0
pani na sirf insan balkay janwaron or podon k liye b bohat zarori hy. ,1
  g yehi bt me kr rahi dm bhara howa indians ki gali se abi to me kisi ko gali nhi deti tb ye haal hai agr di ho to phr to allah hi hafiz tha in ka...,1
allah na kre esi khabees aurat ko dobara koi dhondhy.  khas kam jahan pak.,0
aur jo shadi k bina zana common hai uss peh kya comment hai apka??  pakistan has become zani mulk ..,1
"ndtv, aur aaj tak news channel shahin bagh ke full support main.  sham",1
jaali advocate kee bharwe,0
 prr yr justin ny abhi tk follow nhi kia 😂,1
ayy randi,0
correct. .. ye saale. .. yahan hai,0
 😂😂😂😂 tu ne meri tweet rt kar di ab log mere mathe lag rahe 😂😂😂,1
"se. mujhe tha tareekh parhne waale bare qabil, empathy rakhne waale loug hain. humain professor aik yahodi ki book talk pe le k gaye. wou itna parha likha insaan, jis ki harvard publish kr raha tha, kitaab muslim ko bura kehne likhi",1
 hahah. wo mujy b nhe pata.,1
tumhari maa chod den gy yah irani kutte🖕,0
kis matti se baney ho tum log??? ap ne kese pta kiya yahodi hai??? zra ap apna muslman honay ka certificate dikhayen ya us adaray ka nam btayen jahan se ap certified muslman hui???,1
privilege ki gaud me beth k fazool k ronay naa kia kero beghairton.,0
bhenchodo ny khud videos dekh li hain ab dosro ko share krty khof e khuda yad agya sab munafaq kutty. #rabipirzada,0
ab khel ga the best # anthem # #,1
"apko kehna chahye tha na mard hoon, na aurat hoo. main hijra hoon main hijra hoon, main parchi hoon, main defected hoon, main accidental chairman hoon.  #joker420",0
ksi gashti ki olad tari baji pa ma na isy chorna ha,0
bhenchod sab fake ho lun khao mein ne pirate ship pe jana tha,0
 mera jism meri marzi ya sub likh ker picture banana zaroor or twit kerna or hann apny papa ko bhai ko zaroor tag kerna,1
teri. .. ki paidaish.,0
kutiya bhaunk bhaunk ke bhadkane ki koshish kar rahi hai aur riots ho gaye to is baar yogiji ki atrocities against minorities par book likhegi-u.p files🤣🤣🤣🤣,0
wo mard ghairt naam sbse bary jo sirf ko blame kry,0
bai ko kanjri shareef nay. us pyo ka nam b lay karru.,0
sb ka kate. .. . rona ha,1
hahahahaha bohat bara chutia hay ghumman. tv pay aysay ulloon ko bitha kar qom ki toheen ki jaty hay. ,0
maleeha teri chot pay lund patakh patkh ke maron chup sharifoo ki randi,0
 meri shakal dekho pehly... mujh sy koi bat nhi krti🤦🏻‍♂️😂🤷‍♂️,1
wa kya level hai apki jahalat ka. kisi ko yahodi ya muslim hony ka certificate deny ap hn kon. just a common man. kisi ko yahoodi kehny sy i think apki ki apni muslamaniat pr shak hota hai.,1
that bhenchod one would be so true 😭,0
khud masoom sy paper pata itna harami dety hain 😭,0
rt : salgay hijra  namard salman khan,0
 tera kuch nai ho skta😐,1
 han.. bahut achha insaan tha vo,1
gashti ka bacha madarchod admi,0
saali tu jis din maregi..ek dharti ka bhoj khatm hoga..jis desh ka kharati hai usi mein chhed karti hai..tu to sabse badi terrorist hai..bitch,0
bahanchod log paisa laka chutiya banata hai bhosrika,0
awww ❤❤❤ nhiii aap log bhi hmaray sath ho🤗🤗🤗 aesy nhi kehtay ❤❤ #badamiansareunited 😍😍,1
saalay khoon pump bas k sath lagna nae,0
tu hai kaun bhenchod aur tere chahne se kya ho jata hai bey (cc to all fucktards in this chain),0
tum dandia khel rha tu paisa fank dekh rha angne mai paisa ka kaam hai #,1
ye ekdum low grade ka jassos hai fb pe jaake meri karizma ka number nikal rto wale site pe jaake pitaji ka naam search kar soch raha tha dara dega mujhe surprise kar ke isse pata nahi iske jaise kitne jhumte hai akhrot jaise aage peeche,0
 bilkul ap say😂😂,1
"sitting uber driver at islamabad he was against the technological approach only because of technology were made "" yahoodi "". when i reach to destination point i ask how the fuel? he on uber software and told me rs. 🙄",1
police k ghr kheti hai kya. .. kisi order k bhi le,1
.. sab hin. kisi ko hi nhi. . 😫 😫 mohbat krny.,0
 tere bhnoi grftar hue hain cheekho,1
 ankhon kay neechay halkay bata rahay hain teri guzri raat ka afsana😂😂😂😂,1
aik hi tweet krna hota ha din me usy bhi sab scroll kr dety😔😞,1
 manzoor nahi hae,1
"no matter how much you help a muslim, a hindu remains a kaafir to him - a cretin lowest in the hierarchy of the living. good riddance.",0
"ek bat bataun, reply karne se moat nahi ati kardia karo bhenchod.(2)",0
😭 😭 +. .. itni halki ki kyu? ?? ?? ?? ??,1
 😏😏😏 noi g mai backbencher thi,1
rt : allah ta'lla apke bhai ko jaldi se sehat yaab farmaye ameen sum ameen ,1
apni jeet mein duniya ki ma '. .. mehroom se shakhs hougya 🌚 💔,1
iss nay 1 saal main hi 72 saal ki kasar nikal di. bera gharaq kar dia har cheez kaa. 400 adaaray band ho rahay hain..sab waaday thuss..  jo meray mazhab ki izzat nahin karay gha to main kaisay doosray kay mazhab is ahtram  kar loon?,1
 apna tu puri life kharab ho gya 🙄,1
halala ki olad,0
woh na ayegi mujhse milne yeh janta tha main lakin intezar karta raha kyu k dekhna tha usko maine.,1
"sakta hu tumhara dard charsi. ab tumhe bhi samajhta main, main teacher nahi lag sakta na.",0
"aur tum yaha kia kr rhii hu sara din dsro k tweet per retweet krna,  pta nahi gender bh thk ha ya fake ha😬",0
"bhai sahab, ye saala #charsi ha, koi fayda naa ha is nashedi naxali ko samjhane ka",0
"saw bloodywood performance at wacken, it was so good to germans embracing the indian twist and dancing on it, unlike elitist indians who have problem with every fuckin thing and later crying their ass ""scene kharab hogaya"" bhenchod scene nahi tera dimag kharab hai.",0
hareem shah in last round of her life same like qandeel baloch govt. leaders pray to god ke hareem shah ka mobile toot jay (ameen)     #hareemshah,0
jesy week mai ek holiday hota hai.. kash week mai ek working day hota 😅😅,1
"it was a great honour to attend a reception hosted by ambassador randay w. berry at his residence where i met the honorable jared polis, i was thrilled to know that the honorable jared polis is an entrepreneur.",1
mullah kiyun haram ha,0
bhenchodo attention do mujhe thori si,0
baber awan minister of law nahi hai ye bhe yahodi agent hai..,0
 🙄🙄🙄aista aista pata chal raha hai🙄😂😂😂,1
 single ho na 😂😂😂,1
bhenchod gun law implementation  krlo pehly tum.,0
"chalo atleast i got a 72, ithna opp heavy motion tha bhenchod",0
 ap ko to lagaya ta khan ny pir kiya nazar aya ta us waqat,1
one gk question yah halala kya hota h???,1
dembele rundi ka bacha,0
 mujhy b koi chayea. bcoz ma khud 4 bjy sota ho,1
guys i found utterly idiot.   lol   muh se akhrot todne ke liye  muh mein dant ki jarurat hoti hai  🤣  muh mein le le for time been. 😉,0
kutta namarad hijra ki,0
you think women need men to feel worthy? think again bhenchod 😘😘😘😘😘,0
dono delhi policee ke bahdur jawan hai..ek taraf ataychar..dusri taraf jeb me hath dal ke dekh rhe ki age kya hota hai ,1
to be na randi hy na asle....shame on u,0
i like how jo khud logoun ki bari egos honey pe unki lerahe hotey hain unki apni ego sabse bari hoti hai. jispe unki koi ley tou rotey hain uspe baqioun ki itni confidently lerahe hotey hain matlab wtf bhenchod,0
jhail ghaitya or clown minister / bharwe ko chahye ab istifa or apna kotha chalaey. tabdeeli supporters.,0
 api apne block kia tha tb se,1
yahin bhenchod,0
aap sath hian,1
with nectar coming back to roo has giggling ab when randi were the only ambassadors the family photo bc we got confused on when to be the and out for it,1
  ye inform nae b kary gy main tab b kar dugi help don't worry 🌚🌚😂😂,1
lanat tery shakal per  roomie beghairt ye wakil mafias  ka kia dhra ha bond kia khan apny nam se ly raha tha .security  lena bori baat kahan se hoi,0
kuch he bhi hoty hain 😀,0
pca ka full form toh ptani gaandu bhenchod tatti tatte sab h ye,0
lo.. aa gya kutta auqat py.. behnoi hu mai tera.. bsdk ja k behn se puch.. tujhe sharafat se bol rha tujhe samjh nahi lag rhi.. maa behan aik karwany aya ha yha? nikal laude.. mc bc.. bsdk,0
ka bacha kuta,0
  mry ko in lines py bht hansi ati 😂😂😂😂😂😂,0
bhenchod bikao saray k saray,0
    or kuch galat bach gya ho to vo b likh do shehnaz k barey main,1
"abey yrr🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️ bhen chod un becharo k faces saaf aa rahe hain is video me,chalo maan lete hain ki theek hai ek bar ko wo public me kiss karre hain ye galt hai  par fir bhi ye jo video bana raha hai is bhosadiwale ko record karne ko thodi bola hai kisine ye ku apni ma chuda raha h",0
 zada use nhi krti twitter is liye,1
din kaam kr k is bari hai 😴,1
 yr tu ye mojy bta rhi jo khd logun ki waja sy mood spoil kr baithati jhaloo🥺😂,1
  beshak....  attitude suit karta jub aap inform honnn..,1
mei ny jana k umeed agr allah sy ho...to wo zaror pori hti hai,1
 abhi tak tou sahi ja rha agy ka pta nhi😂😂,1
rt: main kaun shahzade ke dil khud ek ki behen ho 🙊 🙂,1
64 bacha agar chahta ha.. tu apni ami aur bhn ko bs bhaj da.. me nikal dn ga... wesa maza sa yad aya ka tri ma ka bht maza hn... neoga krwata ho na apni ma ka.... aik waqt me 10 mard.  neoga ki pedawar... 🤣 🤣 🤣,0
 ya to bana ka bad pata chala ga  faida ha ya noksan,1
or kuch bharwe reply likh k apnay pages laga dete hain or hain,0
log smjty nahi jitna baat dubain gye utna hi ye aye ye wohi lanti log aur inky hi # thy ny pak bibi zahra slwt haq ko shaheed kia 😡 🖐 🏻,0
 gauahar khan meri fav thi mera jo b fav hta win krta😍🙈,1
allah pak kabhi shokhey nae hnge match se pehle aj jeetwadeen 😔,1
  2008 se 3013 tk kis ki govt thee. us time kon c doodh ki nehrain the sindh ma.. feel. shame bilo rani,0
akhrot to main tor leti,1
halala wale tu humkona bta 😂😂🤣 jab gyan nhi toh bhaunk bhi mat tu ye bta apne chacha ki aulad hai ya mohalley ka koi halalebaaz tha tera baap 🤣🤣😂😂,0
